ordernumber,orderdate,year,month,month_name,country,territory,productline,dealsize,quantityordered,priceeach,sales,calc_sales,sales_valid
10204,2003-12-02,2003,12,Dec,Usa,Unknown,Classic Cars,Medium,40,79.62,3184.8,3184.8,True
10205,2003-12-03,2003,12,Dec,Spain,Emea,Vintage Cars,Medium,48,63.61,3053.28,3053.28,True
10205,2003-12-03,2003,12,Dec,Spain,Emea,Vintage Cars,Small,24,38.08,913.92,913.92,True
10205,2003-12-03,2003,12,Dec,Spain,Emea,Vintage Cars,Small,32,37.17,1189.44,1189.44,True
10206,2003-12-05,2003,12,Dec,Canada,Unknown,Trucks And Buses,Small,36,58.82,2117.52,2117.52,True
10206,2003-12-05,2003,12,Dec,Canada,Unknown,Vintage Cars,Medium,33,97.39,3213.87,3213.87,True
10206,2003-12-05,2003,12,Dec,Canada,Unknown,Vintage Cars,Small,21,53.33,1119.93,1119.93,True
10206,2003-12-05,2003,12,Dec,Canada,Unknown,Vintage Cars,Medium,37,90.17,3336.29,3336.29,True
10206,2003-12-05,2003,12,Dec,Canada,Unknown,Vintage Cars,Small,28,67.46,1888.88,1888.88,True
10206,2003-12-05,2003,12,Dec,Canada,Unknown,Vintage Cars,Small,28,87.3,2444.4,2444.4,True
10207,2003-12-09,2003,12,Dec,Usa,Unknown,Trucks And Buses,Medium,49,80.9,3964.1,3964.1,True
10207,2003-12-09,2003,12,Dec,Usa,Unknown,Trucks And Buses,Medium,34,99.54,3384.36,3384.36,True
10207,2003-12-09,2003,12,Dec,Usa,Unknown,Classic Cars,Small,42,29.7,1247.4,1247.4,True
10207,2003-12-09,2003,12,Dec,Usa,Unknown,Trucks And Buses,Small,28,94.92,2657.76,2657.76,True
10207,2003-12-09,2003,12,Dec,Usa,Unknown,Trains,Small,45,56.55,2544.75,2544.75,True
10207,2003-12-09,2003,12,Dec,Usa,Unknown,Trucks And Buses,Small,37,69.89,2585.93,2585.93,True
10207,2003-12-09,2003,12,Dec,Usa,Unknown,Classic Cars,Small,49,46.82,2294.18,2294.18,True
10207,2003-12-09,2003,12,Dec,Usa,Unknown,Trucks And Buses,Small,27,60.06,1621.62,1621.62,True
10208,2004-01-02,2004,1,Jan,France,Emea,Ships,Medium,46,74.45,3424.7,3424.7,True
10208,2004-01-02,2004,1,Jan,France,Emea,Trains,Small,30,65.61,1968.3,1968.3,True
10208,2004-01-02,2004,1,Jan,France,Emea,Ships,Medium,40,80.55,3222.0,3222.0,True
10208,2004-01-02,2004,1,Jan,France,Emea,Ships,Small,42,63.88,2682.96,2682.96,True
10208,2004-01-02,2004,1,Jan,France,Emea,Ships,Small,33,85.41,2818.53,2818.53,True
10208,2004-01-02,2004,1,Jan,France,Emea,Vintage Cars,Medium,45,87.77,3949.65,3949.65,True
10208,2004-01-02,2004,1,Jan,France,Emea,Ships,Small,38,74.67,2837.46,2837.46,True
10208,2004-01-02,2004,1,Jan,France,Emea,Vintage Cars,Small,20,89.4,1788.0,1788.0,True
10209,2004-01-09,2004,1,Jan,Usa,Unknown,Vintage Cars,Small,22,89.73,1974.06,1974.06,True
10209,2004-01-09,2004,1,Jan,Usa,Unknown,Planes,Medium,43,82.21,3535.03,3535.03,True
10209,2004-01-09,2004,1,Jan,Usa,Unknown,Planes,Small,48,44.69,2145.12,2145.12,True
10209,2004-01-09,2004,1,Jan,Usa,Unknown,Vintage Cars,Small,36,77.59,2793.24,2793.24,True
10209,2004-01-09,2004,1,Jan,Usa,Unknown,Ships,Small,33,88.71,2927.43,2927.43,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Planes,Small,26,99.72,2592.72,2592.72,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Planes,Small,29,69.6,2018.4,2018.4,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Planes,Small,40,71.0,2840.0,2840.0,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Vintage Cars,Small,39,59.16,2307.24,2307.24,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Motorcycles,Small,40,49.67,1986.8,1986.8,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Planes,Small,21,78.55,1649.55,1649.55,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Motorcycles,Medium,46,79.91,3675.86,3675.86,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Planes,Small,42,70.33,2953.86,2953.86,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Planes,Medium,50,76.88,3844.0,3844.0,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Planes,Small,31,86.4,2678.4,2678.4,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Motorcycles,Small,30,61.7,1851.0,1851.0,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Vintage Cars,Small,43,41.02,1763.86,1763.86,True
10210,2004-01-12,2004,1,Jan,Japan,Japan,Planes,Small,27,98.48,2658.96,2658.96,True
10211,2004-01-15,2004,1,Jan,France,Emea,Motorcycles,Small,25,90.16,2254.0,2254.0,True
10211,2004-01-15,2004,1,Jan,France,Emea,Motorcycles,Small,21,63.72,1338.12,1338.12,True
10211,2004-01-15,2004,1,Jan,France,Emea,Motorcycles,Small,46,54.09,2488.14,2488.14,True
10211,2004-01-15,2004,1,Jan,France,Emea,Motorcycles,Small,41,42.24,1731.84,1731.84,True
10211,2004-01-15,2004,1,Jan,France,Emea,Motorcycles,Medium,40,80.55,3222.0,3222.0,True
10211,2004-01-15,2004,1,Jan,France,Emea,Classic Cars,Small,28,92.57,2591.96,2591.96,True
10211,2004-01-15,2004,1,Jan,France,Emea,Classic Cars,Small,48,48.98,2351.04,2351.04,True
10211,2004-01-15,2004,1,Jan,France,Emea,Classic Cars,Small,35,78.0,2730.0,2730.0,True
10211,2004-01-15,2004,1,Jan,France,Emea,Classic Cars,Small,22,92.16,2027.52,2027.52,True
10212,2004-01-16,2004,1,Jan,Spain,Emea,Classic Cars,Small,34,43.42,1476.28,1476.28,True
10212,2004-01-16,2004,1,Jan,Spain,Emea,Classic Cars,Medium,45,88.14,3966.3,3966.3,True
10212,2004-01-16,2004,1,Jan,Spain,Emea,Classic Cars,Small,45,53.33,2399.85,2399.85,True
10212,2004-01-16,2004,1,Jan,Spain,Emea,Classic Cars,Medium,46,87.81,4039.26,4039.26,True
10212,2004-01-16,2004,1,Jan,Spain,Emea,Classic Cars,Small,20,66.99,1339.8,1339.8,True
10212,2004-01-16,2004,1,Jan,Spain,Emea,Classic Cars,Medium,41,82.31,3374.71,3374.71,True
10212,2004-01-16,2004,1,Jan,Spain,Emea,Classic Cars,Small,27,79.62,2149.74,2149.74,True
10213,2004-01-22,2004,1,Jan,Uk,Emea,Classic Cars,Small,25,83.39,2084.75,2084.75,True
10213,2004-01-22,2004,1,Jan,Uk,Emea,Vintage Cars,Medium,38,94.79,3602.02,3602.02,True
10214,2004-01-26,2004,1,Jan,Spain,Emea,Vintage Cars,Small,49,47.94,2349.06,2349.06,True
10214,2004-01-26,2004,1,Jan,Spain,Emea,Vintage Cars,Small,20,34.19,683.8,683.8,True
10214,2004-01-26,2004,1,Jan,Spain,Emea,Vintage Cars,Small,44,34.88,1534.72,1534.72,True
10214,2004-01-26,2004,1,Jan,Spain,Emea,Vintage Cars,Small,21,62.96,1322.16,1322.16,True
10215,2004-01-29,2004,1,Jan,Usa,Unknown,Vintage Cars,Small,27,89.38,2413.26,2413.26,True
10215,2004-01-29,2004,1,Jan,Usa,Unknown,Vintage Cars,Medium,39,90.57,3532.23,3532.23,True
10215,2004-01-29,2004,1,Jan,Usa,Unknown,Vintage Cars,Small,46,45.28,2082.88,2082.88,True
10215,2004-01-29,2004,1,Jan,Usa,Unknown,Vintage Cars,Small,31,58.71,1820.01,1820.01,True
10215,2004-01-29,2004,1,Jan,Usa,Unknown,Vintage Cars,Small,33,43.13,1423.29,1423.29,True
10217,2004-02-04,2004,2,Feb,Singapore,Apac,Trucks And Buses,Small,35,61.38,2148.3,2148.3,True
10217,2004-02-04,2004,2,Feb,Singapore,Apac,Classic Cars,Small,31,88.0,2728.0,2728.0,True
10217,2004-02-04,2004,2,Feb,Singapore,Apac,Trucks And Buses,Small,39,62.05,2419.95,2419.95,True
10219,2004-02-10,2004,2,Feb,Usa,Unknown,Classic Cars,Small,21,40.31,846.51,846.51,True
10219,2004-02-10,2004,2,Feb,Usa,Unknown,Trucks And Buses,Small,35,55.19,1931.65,1931.65,True
10220,2004-02-12,2004,2,Feb,Ireland,Emea,Trains,Small,30,68.54,2056.2,2056.2,True
10220,2004-02-12,2004,2,Feb,Ireland,Emea,Trains,Small,20,52.82,1056.4,1056.4,True
10220,2004-02-12,2004,2,Feb,Ireland,Emea,Classic Cars,Small,26,56.07,1457.82,1457.82,True
10221,2004-02-18,2004,2,Feb,Belgium,Emea,Trains,Small,23,80.67,1855.41,1855.41,True
10221,2004-02-18,2004,2,Feb,Belgium,Emea,Ships,Small,23,97.0,2231.0,2231.0,True
10221,2004-02-18,2004,2,Feb,Belgium,Emea,Vintage Cars,Medium,39,89.53,3491.67,3491.67,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Planes,Small,31,45.69,1416.39,1416.39,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Ships,Small,31,95.34,2955.54,2955.54,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Vintage Cars,Medium,46,80.51,3703.46,3703.46,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Planes,Small,32,81.53,2608.96,2608.96,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Vintage Cars,Medium,45,85.75,3858.75,3858.75,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Ships,Small,31,62.67,1942.77,1942.77,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Planes,Medium,37,87.75,3246.75,3246.75,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Ships,Small,36,63.34,2280.24,2280.24,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Ships,Small,36,80.95,2914.2,2914.2,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Vintage Cars,Medium,47,70.81,3328.07,3328.07,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Planes,Medium,43,74.03,3183.29,3183.29,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Vintage Cars,Medium,43,70.35,3025.05,3025.05,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Planes,Small,48,56.64,2718.72,2718.72,True
10222,2004-02-19,2004,2,Feb,Usa,Unknown,Ships,Medium,49,94.62,4636.38,4636.38,True
10223,2004-02-20,2004,2,Feb,Australia,Apac,Planes,Small,26,67.2,1747.2,1747.2,True
10223,2004-02-20,2004,2,Feb,Australia,Apac,Vintage Cars,Small,41,46.26,1896.66,1896.66,True
10223,2004-02-20,2004,2,Feb,Australia,Apac,Motorcycles,Small,28,60.57,1695.96,1695.96,True
10223,2004-02-20,2004,2,Feb,Australia,Apac,Vintage Cars,Small,20,66.04,1320.8,1320.8,True
10223,2004-02-20,2004,2,Feb,Australia,Apac,Motorcycles,Small,38,69.31,2633.78,2633.78,True
10223,2004-02-20,2004,2,Feb,Australia,Apac,Planes,Small,23,74.62,1716.26,1716.26,True
10223,2004-02-20,2004,2,Feb,Australia,Apac,Motorcycles,Small,32,91.29,2921.28,2921.28,True
10224,2004-02-21,2004,2,Feb,France,Emea,Motorcycles,Small,38,58.44,2220.72,2220.72,True
10224,2004-02-21,2004,2,Feb,France,Emea,Motorcycles,Small,37,80.34,2972.58,2972.58,True
10224,2004-02-21,2004,2,Feb,France,Emea,Motorcycles,Medium,50,77.29,3864.5,3864.500000000001,True
10224,2004-02-21,2004,2,Feb,France,Emea,Motorcycles,Small,43,39.43,1695.49,1695.49,True
10225,2004-02-22,2004,2,Feb,Switzerland,Emea,Classic Cars,Medium,37,95.69,3540.53,3540.53,True
10225,2004-02-22,2004,2,Feb,Switzerland,Emea,Classic Cars,Small,25,99.82,2495.5,2495.5,True
10225,2004-02-22,2004,2,Feb,Switzerland,Emea,Classic Cars,Medium,47,64.68,3039.96,3039.96,True
10225,2004-02-22,2004,2,Feb,Switzerland,Emea,Classic Cars,Small,42,36.63,1538.46,1538.46,True
10225,2004-02-22,2004,2,Feb,Switzerland,Emea,Classic Cars,Small,37,77.41,2864.17,2864.17,True
10225,2004-02-22,2004,2,Feb,Switzerland,Emea,Classic Cars,Small,24,50.21,1205.04,1205.04,True
10225,2004-02-22,2004,2,Feb,Switzerland,Emea,Classic Cars,Medium,46,70.33,3235.18,3235.18,True
10226,2004-02-26,2004,2,Feb,Usa,Unknown,Classic Cars,Small,36,43.27,1557.72,1557.72,True
10226,2004-02-26,2004,2,Feb,Usa,Unknown,Classic Cars,Small,21,60.26,1265.46,1265.46,True
10226,2004-02-26,2004,2,Feb,Usa,Unknown,Classic Cars,Medium,48,92.09,4420.32,4420.32,True
10227,2004-03-02,2004,3,Mar,France,Emea,Vintage Cars,Small,27,43.9,1185.3,1185.3,True
10227,2004-03-02,2004,3,Mar,France,Emea,Vintage Cars,Small,24,48.38,1161.12,1161.12,True
10227,2004-03-02,2004,3,Mar,France,Emea,Classic Cars,Medium,47,88.14,4142.58,4142.58,True
10227,2004-03-02,2004,3,Mar,France,Emea,Classic Cars,Small,37,57.73,2136.01,2136.01,True
10227,2004-03-02,2004,3,Mar,France,Emea,Vintage Cars,Small,31,48.52,1504.12,1504.12,True
10227,2004-03-02,2004,3,Mar,France,Emea,Vintage Cars,Small,28,50.85,1423.8,1423.8,True
10227,2004-03-02,2004,3,Mar,France,Emea,Vintage Cars,Small,42,29.21,1226.82,1226.82,True
10227,2004-03-02,2004,3,Mar,France,Emea,Classic Cars,Medium,40,79.62,3184.8,3184.8,True
10228,2004-03-10,2004,3,Mar,Usa,Unknown,Vintage Cars,Small,45,63.71,2866.95,2866.95,True
10229,2004-03-11,2004,3,Mar,Usa,Unknown,Trucks And Buses,Small,30,73.04,2191.2,2191.2,True
10229,2004-03-11,2004,3,Mar,Usa,Unknown,Vintage Cars,Small,39,40.25,1569.75,1569.75,True
10229,2004-03-11,2004,3,Mar,Usa,Unknown,Classic Cars,Small,33,32.88,1085.04,1085.04,True
10229,2004-03-11,2004,3,Mar,Usa,Unknown,Trucks And Buses,Small,28,59.55,1667.4,1667.4,True
10229,2004-03-11,2004,3,Mar,Usa,Unknown,Trucks And Buses,Small,23,54.11,1244.53,1244.53,True
10230,2004-03-15,2004,3,Mar,Germany,Emea,Classic Cars,Small,36,54.33,1955.88,1955.88,True
10230,2004-03-15,2004,3,Mar,Germany,Emea,Trains,Small,43,52.14,2242.02,2242.02,True
10230,2004-03-15,2004,3,Mar,Germany,Emea,Trains,Small,46,60.9,2801.4,2801.4,True
10232,2004-03-20,2004,3,Mar,Uk,Emea,Vintage Cars,Small,23,89.53,2059.19,2059.19,True
10232,2004-03-20,2004,3,Mar,Uk,Emea,Ships,Small,24,49.69,1192.56,1192.56,True
10232,2004-03-20,2004,3,Mar,Uk,Emea,Ships,Small,35,82.43,2885.05,2885.05,True
10232,2004-03-20,2004,3,Mar,Uk,Emea,Ships,Small,26,88.34,2296.84,2296.84,True
10232,2004-03-20,2004,3,Mar,Uk,Emea,Trains,Medium,48,95.8,4598.4,4598.4,True
10232,2004-03-20,2004,3,Mar,Uk,Emea,Ships,Medium,48,96.16,4615.68,4615.68,True
10233,2004-03-29,2004,3,Mar,Usa,Unknown,Ships,Small,29,82.4,2389.6,2389.6,True
10233,2004-03-29,2004,3,Mar,Usa,Unknown,Vintage Cars,Medium,40,94.71,3788.4,3788.4,True
10233,2004-03-29,2004,3,Mar,Usa,Unknown,Ships,Small,36,70.67,2544.12,2544.12,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Planes,Small,34,72.55,2466.7,2466.7,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Vintage Cars,Small,34,77.73,2642.82,2642.82,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Planes,Small,32,92.0,2944.0,2944.0,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Planes,Small,24,76.03,1824.72,1824.72,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Planes,Small,33,60.05,1981.65,1981.65,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Planes,Small,23,96.29,2214.67,2214.67,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Planes,Medium,40,81.14,3245.6,3245.6,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Planes,Medium,38,88.75,3372.5,3372.5,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Vintage Cars,Small,41,35.35,1449.35,1449.35,True
10235,2004-04-02,2004,4,Apr,Canada,Unknown,Planes,Small,25,96.11,2402.75,2402.75,True
10236,2004-04-03,2004,4,Apr,Usa,Unknown,Motorcycles,Small,23,55.72,1281.56,1281.56,True
10236,2004-04-03,2004,4,Apr,Usa,Unknown,Motorcycles,Medium,36,87.6,3153.6,3153.6,True
10237,2004-04-05,2004,4,Apr,Usa,Unknown,Motorcycles,Small,20,68.34,1366.8,1366.8,True
10237,2004-04-05,2004,4,Apr,Usa,Unknown,Motorcycles,Small,26,40.23,1045.98,1045.98,True
10237,2004-04-05,2004,4,Apr,Usa,Unknown,Motorcycles,Small,26,52.22,1357.72,1357.72,True
10237,2004-04-05,2004,4,Apr,Usa,Unknown,Motorcycles,Small,26,79.65,2070.9,2070.9,True
10238,2004-04-09,2004,4,Apr,Denmark,Emea,Classic Cars,Small,41,73.17,2999.97,2999.97,True
10238,2004-04-09,2004,4,Apr,Denmark,Emea,Classic Cars,Small,47,62.45,2935.15,2935.15,True
10238,2004-04-09,2004,4,Apr,Denmark,Emea,Classic Cars,Small,20,74.21,1484.2,1484.2,True
10238,2004-04-09,2004,4,Apr,Denmark,Emea,Classic Cars,Small,22,93.77,2062.94,2062.94,True
10239,2004-04-12,2004,4,Apr,Finland,Emea,Classic Cars,Medium,46,73.92,3400.32,3400.32,True
10239,2004-04-12,2004,4,Apr,Finland,Emea,Classic Cars,Small,20,44.56,891.2,891.2,True
10239,2004-04-12,2004,4,Apr,Finland,Emea,Classic Cars,Small,21,93.28,1958.88,1958.88,True
10241,2004-04-13,2004,4,Apr,France,Emea,Vintage Cars,Medium,42,90.19,3787.98,3787.98,True
10241,2004-04-13,2004,4,Apr,France,Emea,Classic Cars,Small,28,98.65,2762.2,2762.2,True
10241,2004-04-13,2004,4,Apr,France,Emea,Classic Cars,Small,27,86.73,2341.71,2341.71,True
10241,2004-04-13,2004,4,Apr,France,Emea,Classic Cars,Medium,47,94.5,4441.5,4441.5,True
10241,2004-04-13,2004,4,Apr,France,Emea,Classic Cars,Small,26,81.33,2114.58,2114.58,True
10241,2004-04-13,2004,4,Apr,France,Emea,Classic Cars,Small,30,66.99,2009.7,2009.7,True
10241,2004-04-13,2004,4,Apr,France,Emea,Vintage Cars,Small,33,72.65,2397.45,2397.45,True
10241,2004-04-13,2004,4,Apr,France,Emea,Classic Cars,Small,21,40.25,845.25,845.25,True
10241,2004-04-13,2004,4,Apr,France,Emea,Classic Cars,Small,22,76.43,1681.46,1681.46,True
10242,2004-04-20,2004,4,Apr,Usa,Unknown,Vintage Cars,Small,46,36.93,1698.78,1698.78,True
10243,2004-04-26,2004,4,Apr,Usa,Unknown,Vintage Cars,Small,33,29.54,974.82,974.82,True
10244,2004-04-29,2004,4,Apr,Spain,Emea,Vintage Cars,Medium,36,84.33,3035.88,3035.88,True
10244,2004-04-29,2004,4,Apr,Spain,Emea,Vintage Cars,Small,24,58.09,1394.16,1394.16,True
10244,2004-04-29,2004,4,Apr,Spain,Emea,Vintage Cars,Medium,40,86.68,3467.2,3467.2,True
10244,2004-04-29,2004,4,Apr,Spain,Emea,Vintage Cars,Small,39,45.25,1764.75,1764.75,True
10244,2004-04-29,2004,4,Apr,Spain,Emea,Vintage Cars,Small,20,58.22,1164.4,1164.4,True
10245,2004-05-04,2004,5,May,Usa,Unknown,Trucks And Buses,Medium,44,69.16,3043.04,3043.04,True
10245,2004-05-04,2004,5,May,Usa,Unknown,Vintage Cars,Small,45,59.87,2694.15,2694.15,True
10246,2004-05-05,2004,5,May,Spain,Emea,Trucks And Buses,Small,30,61.99,1859.7,1859.7,True
10246,2004-05-05,2004,5,May,Spain,Emea,Classic Cars,Small,44,52.6,2314.4,2314.4,True
10246,2004-05-05,2004,5,May,Spain,Emea,Trucks And Buses,Small,22,98.18,2159.96,2159.96,True
10246,2004-05-05,2004,5,May,Spain,Emea,Trucks And Buses,Small,35,48.7,1704.5,1704.5,True
10246,2004-05-05,2004,5,May,Spain,Emea,Classic Cars,Small,49,36.07,1767.43,1767.43,True
10247,2004-05-05,2004,5,May,Finland,Emea,Trains,Medium,49,63.85,3128.65,3128.65,True
10247,2004-05-05,2004,5,May,Finland,Emea,Trains,Small,40,49.71,1988.4,1988.4,True
10249,2004-05-08,2004,5,May,Usa,Unknown,Planes,Small,20,67.82,1356.4,1356.4,True
10249,2004-05-08,2004,5,May,Usa,Unknown,Vintage Cars,Small,25,69.7,1742.5,1742.5,True
10249,2004-05-08,2004,5,May,Usa,Unknown,Planes,Small,32,57.61,1843.52,1843.52,True
10249,2004-05-08,2004,5,May,Usa,Unknown,Ships,Medium,40,95.95,3838.0,3838.0,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Planes,Small,31,88.63,2747.53,2747.53,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Planes,Small,27,98.84,2668.68,2668.68,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Planes,Small,38,62.19,2363.22,2363.22,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Planes,Small,44,67.2,2956.8,2956.8,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Planes,Small,37,74.62,2760.94,2760.94,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Motorcycles,Small,32,87.6,2803.2,2803.2,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Planes,Medium,40,75.06,3002.4,3002.4,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Vintage Cars,Medium,50,61.22,3061.0,3061.0,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Vintage Cars,Small,36,51.93,1869.48,1869.48,True
10250,2004-05-11,2004,5,May,Usa,Unknown,Planes,Small,31,91.34,2831.54,2831.54,True
10251,2004-05-18,2004,5,May,Usa,Unknown,Motorcycles,Small,29,61.18,1774.22,1774.22,True
10252,2004-05-26,2004,5,May,France,Emea,Motorcycles,Small,36,48.28,1738.08,1738.08,True
10252,2004-05-26,2004,5,May,France,Emea,Classic Cars,Medium,38,87.31,3317.78,3317.78,True
10252,2004-05-26,2004,5,May,France,Emea,Motorcycles,Small,31,52.84,1638.04,1638.04,True
10252,2004-05-26,2004,5,May,France,Emea,Motorcycles,Medium,48,72.41,3475.68,3475.68,True
10252,2004-05-26,2004,5,May,France,Emea,Motorcycles,Medium,47,65.8,3092.6,3092.6,True
10252,2004-05-26,2004,5,May,France,Emea,Classic Cars,Small,20,76.39,1527.8,1527.8,True
10255,2004-06-04,2004,6,Jun,France,Emea,Vintage Cars,Small,37,45.7,1690.9,1690.9,True
10256,2004-06-08,2004,6,Jun,Denmark,Emea,Vintage Cars,Medium,34,95.55,3248.7,3248.7,True
10256,2004-06-08,2004,6,Jun,Denmark,Emea,Vintage Cars,Small,29,51.75,1500.75,1500.75,True
10257,2004-06-14,2004,6,Jun,Usa,Unknown,Vintage Cars,Small,49,53.72,2632.28,2632.28,True
10257,2004-06-14,2004,6,Jun,Usa,Unknown,Vintage Cars,Small,26,89.29,2321.54,2321.54,True
10257,2004-06-14,2004,6,Jun,Usa,Unknown,Vintage Cars,Medium,50,88.14,4407.0,4407.0,True
10257,2004-06-14,2004,6,Jun,Usa,Unknown,Vintage Cars,Medium,46,78.89,3628.94,3628.94,True
10257,2004-06-14,2004,6,Jun,Usa,Unknown,Vintage Cars,Medium,37,84.82,3138.34,3138.34,True
10258,2004-06-15,2004,6,Jun,Japan,Japan,Classic Cars,Medium,45,80.92,3641.4,3641.4,True
10258,2004-06-15,2004,6,Jun,Japan,Japan,Vintage Cars,Small,21,59.87,1257.27,1257.27,True
10259,2004-06-15,2004,6,Jun,Singapore,Apac,Trucks And Buses,Medium,34,99.41,3379.94,3379.94,True
10259,2004-06-15,2004,6,Jun,Singapore,Apac,Trucks And Buses,Small,30,49.22,1476.6,1476.6,True
10259,2004-06-15,2004,6,Jun,Singapore,Apac,Trucks And Buses,Small,40,43.83,1753.2,1753.2,True
10259,2004-06-15,2004,6,Jun,Singapore,Apac,Classic Cars,Small,31,33.24,1030.44,1030.44,True
10259,2004-06-15,2004,6,Jun,Singapore,Apac,Trucks And Buses,Medium,45,86.68,3900.6,3900.6,True
10258,2004-06-15,2004,6,Jun,Japan,Japan,Trucks And Buses,Small,20,61.41,1228.2,1228.2,True
10259,2004-06-15,2004,6,Jun,Singapore,Apac,Classic Cars,Small,28,46.82,1310.96,1310.96,True
10261,2004-06-17,2004,6,Jun,Canada,Unknown,Ships,Small,34,62.0,2108.0,2108.0,True
10261,2004-06-17,2004,6,Jun,Canada,Unknown,Ships,Medium,44,68.67,3021.48,3021.48,True
10261,2004-06-17,2004,6,Jun,Canada,Unknown,Vintage Cars,Small,22,91.17,2005.74,2005.74,True
10261,2004-06-17,2004,6,Jun,Canada,Unknown,Vintage Cars,Small,20,89.53,1790.6,1790.6,True
10261,2004-06-17,2004,6,Jun,Canada,Unknown,Ships,Small,29,50.78,1472.62,1472.62,True
10261,2004-06-17,2004,6,Jun,Canada,Unknown,Ships,Medium,50,81.43,4071.5,4071.500000000001,True
10261,2004-06-17,2004,6,Jun,Canada,Unknown,Ships,Small,25,88.15,2203.75,2203.75,True
10263,2004-06-28,2004,6,Jun,Usa,Unknown,Motorcycles,Small,34,58.75,1997.5,1997.5,True
10263,2004-06-28,2004,6,Jun,Usa,Unknown,Planes,Small,33,86.17,2843.61,2843.61,True
10263,2004-06-28,2004,6,Jun,Usa,Unknown,Motorcycles,Small,37,62.46,2311.02,2311.02,True
10263,2004-06-28,2004,6,Jun,Usa,Unknown,Motorcycles,Small,31,79.91,2477.21,2477.21,True
10263,2004-06-28,2004,6,Jun,Usa,Unknown,Planes,Small,24,75.35,1808.4,1808.4,True
10264,2004-06-30,2004,6,Jun,Usa,Unknown,Motorcycles,Small,37,65.1,2408.7,2408.7,True
10264,2004-06-30,2004,6,Jun,Usa,Unknown,Motorcycles,Medium,34,97.97,3330.98,3330.98,True
10264,2004-06-30,2004,6,Jun,Usa,Unknown,Classic Cars,Medium,47,83.27,3913.69,3913.69,True
10264,2004-06-30,2004,6,Jun,Usa,Unknown,Motorcycles,Small,20,32.59,651.8,651.8000000000001,True
10264,2004-06-30,2004,6,Jun,Usa,Unknown,Motorcycles,Small,48,54.71,2626.08,2626.08,True
10264,2004-06-30,2004,6,Jun,Usa,Unknown,Motorcycles,Medium,47,89.5,4206.5,4206.5,True
10265,2004-07-02,2004,7,Jul,Australia,Apac,Classic Cars,Medium,45,86.84,3907.8,3907.8,True
10266,2004-07-06,2004,7,Jul,Italy,Emea,Classic Cars,Small,47,62.45,2935.15,2935.15,True
10266,2004-07-06,2004,7,Jul,Italy,Emea,Classic Cars,Small,33,74.69,2464.77,2464.77,True
10266,2004-07-06,2004,7,Jul,Italy,Emea,Classic Cars,Small,35,76.61,2681.35,2681.35,True
10266,2004-07-06,2004,7,Jul,Italy,Emea,Classic Cars,Small,34,40.4,1373.6,1373.6,True
10266,2004-07-06,2004,7,Jul,Italy,Emea,Classic Cars,Small,28,48.3,1352.4,1352.4,True
10267,2004-07-07,2004,7,Jul,Usa,Unknown,Classic Cars,Small,36,75.55,2719.8,2719.8,True
